Game ID,Puzzle Date,Word,Group Name,Group Level,Starting Row,Starting Column
125,2023-10-14,TAIL,BUTT,0,1,2
125,2023-10-14,PAD,SLANG FOR HOME,2,1,3
125,2023-10-14,SWAG,PLUNDER,3,1,4
125,2023-10-14,SEAT,BUTT,0,2,1
125,2023-10-14,CRIB,SLANG FOR HOME,2,2,2
125,2023-10-14,BOOTY,PLUNDER,3,2,3
125,2023-10-14,CORD,ROTARY PHONE PARTS,1,2,4
125,2023-10-14,SPOILS,PLUNDER,3,3,1
125,2023-10-14,DIAL,ROTARY PHONE PARTS,1,3,2
125,2023-10-14,DIGS,SLANG FOR HOME,2,3,3
125,2023-10-14,BUNS,BUTT,0,3,4
125,2023-10-14,JOINT,SLANG FOR HOME,2,4,1
125,2023-10-14,BOTTOM,BUTT,0,4,2
125,2023-10-14,HANDSET,ROTARY PHONE PARTS,1,4,3
125,2023-10-14,LOOT,PLUNDER,3,4,4
126,2023-10-15,FILE,TOOLS,0,1,1
126,2023-10-15,BABE,TITLE MOVIE ANIMALS,3,1,2
126,2023-10-15,WRENCH,PULL,1,1,3
126,2023-10-15,COPY,SHORTCUT COMMANDS,2,1,4
126,2023-10-15,WILLY,TITLE MOVIE ANIMALS,3,2,1
126,2023-10-15,YANK,PULL,1,2,2
126,2023-10-15,SAVE,SHORTCUT COMMANDS,2,2,3
126,2023-10-15,HAMMER,TOOLS,0,2,4
126,2023-10-15,TUG,PULL,1,3,1
126,2023-10-15,LEVEL,TOOLS,0,3,2
126,2023-10-15,BEETHOVEN,TITLE MOVIE ANIMALS,3,3,3
126,2023-10-15,PRINT,SHORTCUT COMMANDS,2,3,4
126,2023-10-15,CHARLOTTE,TITLE MOVIE ANIMALS,3,4,1
126,2023-10-15,FIND,SHORTCUT COMMANDS,2,4,2
126,2023-10-15,JERK,PULL,1,4,3
126,2023-10-15,SAW,TOOLS,0,4,4
127,2023-10-16,TURN,GO BAD,1,1,1
127,2023-10-16,SUNDAY,DAYS OF THE WEEK,0,1,2
127,2023-10-16,CAT,FAT ___,3,1,3
127,2023-10-16,THING,“THE ADDAMS FAMILY” CHARACTERS,2,1,4
127,2023-10-16,SATURDAY,DAYS OF THE WEEK,0,2,1
127,2023-10-16,SOUR,GO BAD,1,2,2
127,2023-10-16,FRIDAY,DAYS OF THE WEEK,0,2,3
127,2023-10-16,SPOIL,GO BAD,1,2,4
127,2023-10-16,CHANCE,FAT ___,3,3,1
127,2023-10-16,THURSDAY,DAYS OF THE WEEK,0,3,2
127,2023-10-16,LURCH,“THE ADDAMS FAMILY” CHARACTERS,2,3,3
127,2023-10-16,LIP,FAT ___,3,3,4
127,2023-10-16,WEDNESDAY,“THE ADDAMS FAMILY” CHARACTERS,2,4,1
127,2023-10-16,ROT,GO BAD,1,4,2
127,2023-10-16,TUESDAY,FAT ___,3,4,3
127,2023-10-16,FESTER,“THE ADDAMS FAMILY” CHARACTERS,2,4,4
128,2023-10-17,GHOST,RUDELY BREAK OFF CONTACT,2,1,1
128,2023-10-17,LEMON,FAILURE,1,1,2
128,2023-10-17,GARDEN,ROCK ___,3,1,3
128,2023-10-17,DESERT,RUDELY BREAK OFF CONTACT,2,1,4
128,2023-10-17,STAR,ROCK ___,3,2,1
128,2023-10-17,RASPBERRY,TAUNTS,0,2,2
128,2023-10-17,CANDY,ROCK ___,3,2,3
128,2023-10-17,BOMB,FAILURE,1,2,4
128,2023-10-17,FLOP,FAILURE,1,3,1
128,2023-10-17,HISS,TAUNTS,0,3,2
128,2023-10-17,IGNORE,RUDELY BREAK OFF CONTACT,2,3,3
128,2023-10-17,BOO,TAUNTS,0,3,4
128,2023-10-17,BOTTOM,ROCK ___,3,4,1
128,2023-10-17,DUD,FAILURE,1,4,2
128,2023-10-17,JEER,TAUNTS,0,4,3
128,2023-10-17,JILT,RUDELY BREAK OFF CONTACT,2,4,4
130,2023-10-19,FAKE,FALSIFY,0,1,1
130,2023-10-19,FOOD,FAST ___,3,1,2
130,2023-10-19,FUDGE,MILD OATHS,1,1,3
130,2023-10-19,FIREFLY,TV SHOWS,2,1,4
130,2023-10-19,FASHION,FAST ___,3,2,1
130,2023-10-19,FORWARD,FAST ___,3,2,2
130,2023-10-19,FORGE,FALSIFY,0,2,3
130,2023-10-19,FRIENDS,FAST ___,3,2,4
130,2023-10-19,FIE,MILD OATHS,1,3,1
130,2023-10-19,FLEABAG,TV SHOWS,2,3,2
130,2023-10-19,FRICK,MILD OATHS,1,3,3
130,2023-10-19,FLIPPER,TV SHOWS,2,3,4
130,2023-10-19,FABRICATE,FALSIFY,0,4,1
130,2023-10-19,FIDDLESTICKS,MILD OATHS,1,4,2
130,2023-10-19,FARGO,TV SHOWS,2,4,3
130,2023-10-19,FIX,FALSIFY,0,4,4
131,2023-10-20,IMPOSSIBLE,___ BURGER,3,1,1
131,2023-10-20,EVEN,EQUITABLE,2,1,2
131,2023-10-20,CLOUD,VIRTUAL SPACES,1,1,3
131,2023-10-20,HIVE,ANIMAL HOMES,0,1,4
131,2023-10-20,GOOD,___ BURGER,3,2,1
131,2023-10-20,WEB,VIRTUAL SPACES,1,2,2
131,2023-10-20,JUST,EQUITABLE,2,2,3
131,2023-10-20,DEN,ANIMAL HOMES,0,2,4
131,2023-10-20,FAIR,EQUITABLE,2,3,1
131,2023-10-20,LAIR,ANIMAL HOMES,0,3,2
131,2023-10-20,NOTHING,___ BURGER,3,3,3
131,2023-10-20,NET,VIRTUAL SPACES,1,3,4
131,2023-10-20,NEST,ANIMAL HOMES,0,4,1
131,2023-10-20,EQUAL,EQUITABLE,2,4,2
131,2023-10-20,METAVERSE,VIRTUAL SPACES,1,4,3
131,2023-10-20,WARREN,___ BURGER,3,4,4
132,2023-10-21,HOOK,BRA PARTS,2,1,1
132,2023-10-21,SPAM,ACRONYMS,3,1,2
132,2023-10-21,PLATE,TABLEWARE,0,1,3
132,2023-10-21,WIRE,BRA PARTS,2,1,4
132,2023-10-21,RADAR,ACRONYMS,3,2,1
132,2023-10-21,CUP,BRA PARTS,2,2,2
132,2023-10-21,BALONEY,NONSENSE,1,2,3
132,2023-10-21,DISH,TABLEWARE,0,2,4
132,2023-10-21,CROCK,NONSENSE,1,3,1
132,2023-10-21,SAUCER,TABLEWARE,0,3,2
132,2023-10-21,LASER,ACRONYMS,3,3,3
132,2023-10-21,BUNK,NONSENSE,1,3,4
132,2023-10-21,BOWL,TABLEWARE,0,4,1
132,2023-10-21,STRAP,BRA PARTS,2,4,2
132,2023-10-21,TRIPE,NONSENSE,1,4,3
132,2023-10-21,SCUBA,ACRONYMS,3,4,4
133,2023-10-22,JAM,CATCHY SONG,1,1,1
133,2023-10-22,LOUNGE,RELAX,0,1,2
133,2023-10-22,SCONE,BRITISH CUISINE,2,1,3
133,2023-10-22,PICKLE,STICKY SITUATION,3,1,4
133,2023-10-22,LOAF,RELAX,0,2,1
133,2023-10-22,TRIFLE,BRITISH CUISINE,2,2,2
133,2023-10-22,BANGER,CATCHY SONG,1,2,3
133,2023-10-22,HANG,RELAX,0,2,4
133,2023-10-22,MASH,BRITISH CUISINE,2,3,1
133,2023-10-22,SCRAPE,STICKY SITUATION,3,3,2
133,2023-10-22,CHILL,RELAX,0,3,3
133,2023-10-22,GROOVE,CATCHY SONG,1,3,4
133,2023-10-22,BIND,STICKY SITUATION,3,4,1
133,2023-10-22,BOP,CATCHY SONG,1,4,2
133,2023-10-22,ROAST,BRITISH CUISINE,2,4,3
133,2023-10-22,SPOT,STICKY SITUATION,3,4,4
134,2023-10-23,CANDY,HARD ___,3,1,1
134,2023-10-23,SPUR,IMPEL,1,1,2
134,2023-10-23,RING,CELL PHONE MODES,0,1,3
134,2023-10-23,FEELINGS,ROMANTIC BEGINNINGS,2,1,4
134,2023-10-23,FOCUS,CELL PHONE MODES,0,2,1
134,2023-10-23,MOTIVATE,IMPEL,1,2,2
134,2023-10-23,SPARK,ROMANTIC BEGINNINGS,2,2,3
134,2023-10-23,COPY,HARD ___,3,2,4
134,2023-10-23,DRIVE,IMPEL,1,3,1
134,2023-10-23,VIBE,ROMANTIC BEGINNINGS,2,3,2
134,2023-10-23,VIBRATE,CELL PHONE MODES,0,3,3
134,2023-10-23,SELTZER,HARD ___,3,3,4
134,2023-10-23,CONNECTION,ROMANTIC BEGINNINGS,2,4,1
134,2023-10-23,SILENT,CELL PHONE MODES,0,4,2
134,2023-10-23,KNOCKS,HARD ___,3,4,3
134,2023-10-23,INSPIRE,IMPEL,1,4,4
135,2023-10-24,SCHOOL,ANIMAL GROUPS,0,1,1
135,2023-10-24,MODEL,PARADIGMATIC,2,1,2
135,2023-10-24,DOWNTOWN,RHYMING COMPOUND WORDS,3,1,3
135,2023-10-24,PRIDE,ANIMAL GROUPS,0,1,4
135,2023-10-24,TEXTBOOK,PARADIGMATIC,2,2,1
135,2023-10-24,RAGTAG,RHYMING COMPOUND WORDS,3,2,2
135,2023-10-24,CRANNY,SMALL OPENING,1,2,3
135,2023-10-24,CLASSIC,PARADIGMATIC,2,2,4
135,2023-10-24,NOOK,SMALL OPENING,1,3,1
135,2023-10-24,COLONY,ANIMAL GROUPS,0,3,2
135,2023-10-24,BIGWIG,RHYMING COMPOUND WORDS,3,3,3
135,2023-10-24,RECESS,SMALL OPENING,1,3,4
135,2023-10-24,BACKPACK,RHYMING COMPOUND WORDS,3,4,1
135,2023-10-24,DEFINITIVE,PARADIGMATIC,2,4,2
135,2023-10-24,NICHE,SMALL OPENING,1,4,3
135,2023-10-24,HERD,ANIMAL GROUPS,0,4,4
136,2023-10-25,LADY,12 DAYS OF CHRISTMAS,2,1,1
136,2023-10-25,PERFECT,GRAMMAR TENSE TERMS,0,1,2
136,2023-10-25,GOODNESS,“GRACIOUS ME!”,1,1,3
136,2023-10-25,MAPLE,___ SYRUP,3,1,4
136,2023-10-25,FUTURE,GRAMMAR TENSE TERMS,0,2,1
136,2023-10-25,MERCY,“GRACIOUS ME!”,1,2,2
136,2023-10-25,DRUMMER,12 DAYS OF CHRISTMAS,2,2,3
136,2023-10-25,SIMPLE,___ SYRUP,3,2,4
136,2023-10-25,RING,12 DAYS OF CHRISTMAS,2,3,1
136,2023-10-25,COUGH,___ SYRUP,3,3,2
136,2023-10-25,HEAVENS,“GRACIOUS ME!”,1,3,3
136,2023-10-25,SWAN,12 DAYS OF CHRISTMAS,2,3,4
136,2023-10-25,PRESENT,GRAMMAR TENSE TERMS,0,4,1
136,2023-10-25,LORD,“GRACIOUS ME!”,1,4,2
136,2023-10-25,CORN,___ SYRUP,3,4,3
136,2023-10-25,PAST,GRAMMAR TENSE TERMS,0,4,4
137,2023-10-26,ACES,"EXCELLENT, IN OLD SLANG",1,1,1
137,2023-10-26,GLOBE,SPHERICAL THINGS,3,1,2
137,2023-10-26,HEAD,FINE BUBBLES,2,1,3
137,2023-10-26,GROW,INCREASE,0,1,4
137,2023-10-26,BUBBLE,SPHERICAL THINGS,3,2,1
137,2023-10-26,SWELL,INCREASE,0,2,2
137,2023-10-26,NEATO,"EXCELLENT, IN OLD SLANG",1,2,3
137,2023-10-26,LATHER,FINE BUBBLES,2,2,4
137,2023-10-26,NIFTY,"EXCELLENT, IN OLD SLANG",1,3,1
137,2023-10-26,MARBLE,SPHERICAL THINGS,3,3,2
137,2023-10-26,FOAM,FINE BUBBLES,2,3,3
137,2023-10-26,MOUNT,INCREASE,0,3,4
137,2023-10-26,FROTH,FINE BUBBLES,2,4,1
137,2023-10-26,BUILD,INCREASE,0,4,2
137,2023-10-26,PEARL,SPHERICAL THINGS,3,4,3
137,2023-10-26,KEEN,"EXCELLENT, IN OLD SLANG",1,4,4
138,2023-10-27,ELEPHANTS,THINGS WITH TRUNKS,3,1,1
138,2023-10-27,CHEEK,SHAMELESS BOLDNESS,0,1,2
138,2023-10-27,LIBERTY,W.N.B.A. TEAMS,2,1,3
138,2023-10-27,GOLD,METAL ELEMENTS,1,1,4
138,2023-10-27,BRASS,SHAMELESS BOLDNESS,0,2,1
138,2023-10-27,CARS,THINGS WITH TRUNKS,3,2,2
138,2023-10-27,MERCURY,W.N.B.A. TEAMS,2,2,3
138,2023-10-27,NERVE,SHAMELESS BOLDNESS,0,2,4
138,2023-10-27,SILVER,METAL ELEMENTS,1,3,1
138,2023-10-27,SKY,W.N.B.A. TEAMS,2,3,2
138,2023-10-27,TREES,THINGS WITH TRUNKS,3,3,3
138,2023-10-27,COPPER,METAL ELEMENTS,1,3,4
138,2023-10-27,SPARKS,W.N.B.A. TEAMS,2,4,1
138,2023-10-27,SWIMMERS,THINGS WITH TRUNKS,3,4,2
138,2023-10-27,NICKEL,METAL ELEMENTS,1,4,3
138,2023-10-27,GALL,SHAMELESS BOLDNESS,0,4,4
139,2023-10-28,NEW,___ MOON,3,1,1
139,2023-10-28,LOOK,APPEARANCE,1,1,2
139,2023-10-28,SAME,“AGREE!”,2,1,3
139,2023-10-28,TASTE,SENSES,0,1,4
139,2023-10-28,SECOND,“AGREE!”,2,2,1
139,2023-10-28,SAILOR,___ MOON,3,2,2
139,2023-10-28,TOUCH,SENSES,0,2,3
139,2023-10-28,STYLE,APPEARANCE,1,2,4
139,2023-10-28,SIGHT,SENSES,0,3,1
139,2023-10-28,DITTO,“AGREE!”,2,3,2
139,2023-10-28,DRESS,APPEARANCE,1,3,3
139,2023-10-28,HARVEST,___ MOON,3,3,4
139,2023-10-28,MANNER,APPEARANCE,1,4,1
139,2023-10-28,SMELL,SENSES,0,4,2
139,2023-10-28,BLUE,___ MOON,3,4,3
139,2023-10-28,LIKEWISE,“AGREE!”,2,4,4
140,2023-10-29,NECK,GUITAR PARTS,3,1,1
140,2023-10-29,CLUTCH,GROUP OF OFFSPRING,2,1,2
140,2023-10-29,STEW,MISHMASH,0,1,3
140,2023-10-29,FACE,GO UP AGAINST,1,1,4
140,2023-10-29,HASH,MISHMASH,0,2,1
140,2023-10-29,FRET,GUITAR PARTS,3,2,2
140,2023-10-29,HATCH,GROUP OF OFFSPRING,2,2,3
140,2023-10-29,BRIDGE,GUITAR PARTS,3,2,4
140,2023-10-29,CHALLENGE,GO UP AGAINST,1,3,1
140,2023-10-29,JUMBLE,MISHMASH,0,3,2
140,2023-10-29,BODY,GUITAR PARTS,3,3,3
140,2023-10-29,BROOD,GROUP OF OFFSPRING,2,3,4
140,2023-10-29,OPPOSE,GO UP AGAINST,1,4,1
140,2023-10-29,LITTER,GROUP OF OFFSPRING,2,4,2
140,2023-10-29,MEDLEY,MISHMASH,0,4,3
140,2023-10-29,CONFRONT,GO UP AGAINST,1,4,4
141,2023-10-30,TALON,BIRD FEATURES,0,1,1
141,2023-10-30,HEARTBEAT,BLINK OF AN EYE,1,1,2
141,2023-10-30,HOT,___ BUTTON,3,1,3
141,2023-10-30,FLASH,BLINK OF AN EYE,1,1,4
141,2023-10-30,BELLY,___ BUTTON,3,2,1
141,2023-10-30,WING,BIRD FEATURES,0,2,2
141,2023-10-30,DRAGON,MAHJONG TILES,2,2,3
141,2023-10-30,SNOOZE,___ BUTTON,3,2,4
141,2023-10-30,SECOND,BLINK OF AN EYE,1,3,1
141,2023-10-30,SEASON,MAHJONG TILES,2,3,2
141,2023-10-30,WINK,BLINK OF AN EYE,1,3,3
141,2023-10-30,FEATHER,BIRD FEATURES,0,3,4
141,2023-10-30,BAMBOO,MAHJONG TILES,2,4,1
141,2023-10-30,BEAK,BIRD FEATURES,0,4,2
141,2023-10-30,PANIC,___ BUTTON,3,4,3
141,2023-10-30,WIND,MAHJONG TILES,2,4,4
142,2023-10-31,FARMER,SEEN ON A FARM,1,1,1
142,2023-10-31,DAISY,FLOWERS,0,1,2
142,2023-10-31,CARPENTER,HORROR DIRECTORS,2,1,3
142,2023-10-31,YELLOW,___ JACKET,3,1,4
142,2023-10-31,TULIP,FLOWERS,0,2,1
142,2023-10-31,SPORTS,___ JACKET,3,2,2
142,2023-10-31,TRACTOR,SEEN ON A FARM,1,2,3
142,2023-10-31,ROSE,FLOWERS,0,2,4
142,2023-10-31,CRAVEN,HORROR DIRECTORS,2,3,1
142,2023-10-31,LIFE,___ JACKET,3,3,2
142,2023-10-31,VIOLET,FLOWERS,0,3,3
142,2023-10-31,WAN,HORROR DIRECTORS,2,3,4
142,2023-10-31,BARN,SEEN ON A FARM,1,4,1
142,2023-10-31,ASTER,HORROR DIRECTORS,2,4,2
142,2023-10-31,DUST,___ JACKET,3,4,3
142,2023-10-31,CHICKEN,SEEN ON A FARM,1,4,4
143,2023-11-01,WELL,EXPRESSIONS OF HESITATION,3,1,1
143,2023-11-01,LIKE,SOCIAL MEDIA ACTIONS,0,1,2
143,2023-11-01,UM,EXPRESSIONS OF HESITATION,3,1,3
143,2023-11-01,HOUSE,SHOWS SET IN HOSPITALS,2,1,4
143,2023-11-01,HEM,USE A NEEDLE AND THREAD,1,2,1
143,2023-11-01,ER,SHOWS SET IN HOSPITALS,2,2,2
143,2023-11-01,DARN,USE A NEEDLE AND THREAD,1,2,3
143,2023-11-01,FOLLOW,SOCIAL MEDIA ACTIONS,0,2,4
143,2023-11-01,SEAM,USE A NEEDLE AND THREAD,1,3,1
143,2023-11-01,SHARE,SOCIAL MEDIA ACTIONS,0,3,2
143,2023-11-01,ERM,EXPRESSIONS OF HESITATION,3,3,3
143,2023-11-01,SCRUBS,SHOWS SET IN HOSPITALS,2,3,4
143,2023-11-01,SUBSCRIBE,SOCIAL MEDIA ACTIONS,0,4,1
143,2023-11-01,RATCHED,SHOWS SET IN HOSPITALS,2,4,2
143,2023-11-01,UH,EXPRESSIONS OF HESITATION,3,4,3
143,2023-11-01,SEW,USE A NEEDLE AND THREAD,1,4,4
144,2023-11-02,NEWS,INFORMATION,1,1,1
144,2023-11-02,COMPUTER,THINGS WITH CORES,3,1,2
144,2023-11-02,LIGHT,IGNITE,0,1,3
144,2023-11-02,VALLEY,SMALL WOODED AREA,2,1,4
144,2023-11-02,APPLE,THINGS WITH CORES,3,2,1
144,2023-11-02,KINDLE,IGNITE,0,2,2
144,2023-11-02,PLANET,THINGS WITH CORES,3,2,3
144,2023-11-02,INTEL,INFORMATION,1,2,4
144,2023-11-02,TORCH,IGNITE,0,3,1
144,2023-11-02,DELL,SMALL WOODED AREA,2,3,2
144,2023-11-02,DATA,INFORMATION,1,3,3
144,2023-11-02,GLEN,SMALL WOODED AREA,2,3,4
144,2023-11-02,INFO,INFORMATION,1,4,1
144,2023-11-02,BURN,IGNITE,0,4,2
144,2023-11-02,HOLLOW,SMALL WOODED AREA,2,4,3
144,2023-11-02,REACTOR,THINGS WITH CORES,3,4,4
145,2023-11-03,ARE,WORDS ABBREVIATED WITH LETTERS,2,1,1
145,2023-11-03,WE,ROYAL ___,3,1,2
145,2023-11-03,THERE,REPEATED WORDS IN EXPRESSIONS,1,1,3
145,2023-11-03,YET,NEVERTHELESS,0,1,4
145,2023-11-03,YOU,WORDS ABBREVIATED WITH LETTERS,2,2,1
145,2023-11-03,SEE,WORDS ABBREVIATED WITH LETTERS,2,2,2
145,2023-11-03,JELLY,ROYAL ___,3,2,3
145,2023-11-03,TUT,REPEATED WORDS IN EXPRESSIONS,1,2,4
145,2023-11-03,STILL,NEVERTHELESS,0,3,1
145,2023-11-03,FAMILY,ROYAL ___,3,3,2
145,2023-11-03,KNOCK,REPEATED WORDS IN EXPRESSIONS,1,3,3
145,2023-11-03,HOWEVER,NEVERTHELESS,0,3,4
145,2023-11-03,HEAR,REPEATED WORDS IN EXPRESSIONS,1,4,1
145,2023-11-03,WHY,WORDS ABBREVIATED WITH LETTERS,2,4,2
145,2023-11-03,THOUGH,NEVERTHELESS,0,4,3
145,2023-11-03,FLUSH,ROYAL ___,3,4,4
146,2023-11-04,TRAIN,WAYS TO PREPARE,0,1,1
146,2023-11-04,STRAW,HOLLOW CYLINDERS,1,1,2
146,2023-11-04,TICKET,“E-” THINGS,3,1,3
146,2023-11-04,ROPE,WEAPONS IN THE GAME CLUE,2,1,4
146,2023-11-04,STUDY,WAYS TO PREPARE,0,2,1
146,2023-11-04,BIKE,“E-” THINGS,3,2,2
146,2023-11-04,TUBE,HOLLOW CYLINDERS,1,2,3
146,2023-11-04,SPORTS,“E-” THINGS,3,2,4
146,2023-11-04,KNIFE,WEAPONS IN THE GAME CLUE,2,3,1
146,2023-11-04,CIGARETTE,“E-” THINGS,3,3,2
146,2023-11-04,PIPE,HOLLOW CYLINDERS,1,3,3
146,2023-11-04,DRILL,WAYS TO PREPARE,0,3,4
146,2023-11-04,WRENCH,WEAPONS IN THE GAME CLUE,2,4,1
146,2023-11-04,HOSE,HOLLOW CYLINDERS,1,4,2
146,2023-11-04,PRACTICE,WAYS TO PREPARE,0,4,3
146,2023-11-04,CANDLESTICK,WEAPONS IN THE GAME CLUE,2,4,4
147,2023-11-05,BICYCLE,WORDS WITH NUMERICAL PREFIXES,3,1,1
147,2023-11-05,SPIN,MUSIC PUBLICATIONS,2,1,2
147,2023-11-05,STABLE,UNCHANGING,0,1,3
147,2023-11-05,PIN,"LONG, SHARP OBJECTS",1,1,4
147,2023-11-05,EVEN,UNCHANGING,0,2,1
147,2023-11-05,LANCE,"LONG, SHARP OBJECTS",1,2,2
147,2023-11-05,TRILOGY,WORDS WITH NUMERICAL PREFIXES,3,2,3
147,2023-11-05,PITCHFORK,MUSIC PUBLICATIONS,2,2,4
147,2023-11-05,UNIFORM,WORDS WITH NUMERICAL PREFIXES,3,3,1
147,2023-11-05,ROLLING STONE,MUSIC PUBLICATIONS,2,3,2
147,2023-11-05,SKEWER,"LONG, SHARP OBJECTS",1,3,3
147,2023-11-05,LEVEL,UNCHANGING,0,3,4
147,2023-11-05,BILLBOARD,MUSIC PUBLICATIONS,2,4,1
147,2023-11-05,STEADY,UNCHANGING,0,4,2
147,2023-11-05,QUADRANT,WORDS WITH NUMERICAL PREFIXES,3,4,3
147,2023-11-05,SPIT,"LONG, SHARP OBJECTS",1,4,4
148,2023-11-06,ICE,CUBE-SHAPED,2,1,1
148,2023-11-06,WAX,TERMS FOR RECORDS,1,1,2
148,2023-11-06,SOUP,WORDS THAT GO WITH “BONE”,3,1,3
148,2023-11-06,STOCK,INVESTMENTS,0,1,4
148,2023-11-06,HERRING,WORDS THAT GO WITH “BONE”,3,2,1
148,2023-11-06,PLATTER,TERMS FOR RECORDS,1,2,2
148,2023-11-06,CD,INVESTMENTS,0,2,3
148,2023-11-06,VINYL,TERMS FOR RECORDS,1,2,4
148,2023-11-06,BOND,INVESTMENTS,0,3,1
148,2023-11-06,BOUILLON,CUBE-SHAPED,2,3,2
148,2023-11-06,LP,TERMS FOR RECORDS,1,3,3
148,2023-11-06,SUGAR,CUBE-SHAPED,2,3,4
148,2023-11-06,WISH,WORDS THAT GO WITH “BONE”,3,4,1
148,2023-11-06,OPTION,INVESTMENTS,0,4,2
148,2023-11-06,DIE,CUBE-SHAPED,2,4,3
148,2023-11-06,FUNNY,WORDS THAT GO WITH “BONE”,3,4,4
149,2023-11-07,BING,MICROSOFT PRODUCTS,3,1,1
149,2023-11-07,CAMP,GROUP WITHIN A GROUP,2,1,2
149,2023-11-07,PING,DIGITAL NOTIFICATION SOUNDS,0,1,3
149,2023-11-07,RAT,TATTLE,1,1,4
149,2023-11-07,WORD,MICROSOFT PRODUCTS,3,2,1
149,2023-11-07,SING,TATTLE,1,2,2
149,2023-11-07,DIVISION,GROUP WITHIN A GROUP,2,2,3
149,2023-11-07,CHIME,DIGITAL NOTIFICATION SOUNDS,0,2,4
149,2023-11-07,WING,GROUP WITHIN A GROUP,2,3,1
149,2023-11-07,EDGE,MICROSOFT PRODUCTS,3,3,2
149,2023-11-07,DING,DIGITAL NOTIFICATION SOUNDS,0,3,3
149,2023-11-07,SNITCH,TATTLE,1,3,4
149,2023-11-07,SURFACE,MICROSOFT PRODUCTS,3,4,1
149,2023-11-07,RING,DIGITAL NOTIFICATION SOUNDS,0,4,2
149,2023-11-07,SQUEAL,TATTLE,1,4,3
149,2023-11-07,FACTION,GROUP WITHIN A GROUP,2,4,4
150,2023-11-08,WAFFLE,TYPES OF FRENCH FRIES,1,1,1
150,2023-11-08,TOWEL,BROUGHT TO THE BEACH,0,1,2
150,2023-11-08,YO-YO,EQUIVOCATE,2,1,3
150,2023-11-08,MARY,SECOND WORDS OF VODKA COCKTAILS,3,1,4
150,2023-11-08,HEDGE,EQUIVOCATE,2,2,1
150,2023-11-08,WEDGE,TYPES OF FRENCH FRIES,1,2,2
150,2023-11-08,UMBRELLA,BROUGHT TO THE BEACH,0,2,3
150,2023-11-08,MULE,SECOND WORDS OF VODKA COCKTAILS,3,2,4
150,2023-11-08,FLIP-FLOP,BROUGHT TO THE BEACH,0,3,1
150,2023-11-08,BREEZE,SECOND WORDS OF VODKA COCKTAILS,3,3,2
150,2023-11-08,WAVER,EQUIVOCATE,2,3,3
150,2023-11-08,CURLY,TYPES OF FRENCH FRIES,1,3,4
150,2023-11-08,RUSSIAN,SECOND WORDS OF VODKA COCKTAILS,3,4,1
150,2023-11-08,SHOESTRING,TYPES OF FRENCH FRIES,1,4,2
150,2023-11-08,SUNSCREEN,BROUGHT TO THE BEACH,0,4,3
150,2023-11-08,SEE-SAW,EQUIVOCATE,2,4,4
151,2023-11-09,COMPOSE,EMAIL ACTIONS,1,1,1
151,2023-11-09,DIVINE,___ COMEDY,3,1,2
151,2023-11-09,EXERCISE,DOCTORS’ ORDERS,0,1,3
151,2023-11-09,SEND,EMAIL ACTIONS,1,1,4
151,2023-11-09,FRESH AIR,DOCTORS’ ORDERS,0,2,1
